full_name,repo_id,All,70%,90%,30%
pardom/ActiveAndroid,6709149,Parent,Parent,Parent,Parent
mrietveld/drools,2085924,Social,Social,Social,Social
Shopify/camus,20409468,Hard,Hard,Hard,Hard
falkena/openhab2-addons,79658314,Hard,Social,Social,Social
mikemelton/drools,3117996,Hard,Social,Social,Social
chenniufly/dubbo,73343665,Hard,Social,Social,Social
jsvitak/drools,2819364,Social,Social,Social,Social
bjornco/react-native,48120657,Hard,Social,Social,Social
fahman/drools,3620320,Hard,Social,Social,Social
Fokko/avro,97937785,Social,Social,Social,Social
mswiderski/drools,3929847,Hard,Social,Social,Social
nidongara/react-native,84585748,Hard,Social,Social,Social
guyramirez/drools,3959255,Hard,Social,Social,Social
SwapnilSankla/kotlin,116821826,Hard,Social,Social,Social
mkjensen/ExoPlayer,107843785,Hard,Social,Social,Social
jvg123/drools,37383621,Social,Social,Social,Social
dropwizard/metrics,537800,Parent,Parent,Parent,Parent
izakova/drools,5151079,Hard,Social,Social,Social
theater/openhab2-addons,168366435,Hard,Social,Social,Social
tkobayas/drools,5254889,Social,Social,Social,Social
raynaya/Hygieia,66215980,Hard,Social,Social,Social
reynoldsm88/drools,83457600,Social,Social,Social,Social
Restoflash/cameraview,167016367,Hard,Hard,Hard,Hard
Salaboy/drools,70590189,Hard,Social,Social,Social
radko93/react-native,56812600,Social,Social,Social,Social
jespersm/drools,3159239,Hard,Social,Social,Social
FutureCow/openhab2-addons,78203154,Hard,Hard,Hard,Hard
jerr/drools,2053087,Hard,Social,Social,Social
karlr42/metrics,87175762,Hard,Social,Social,Social
vinodkiran/drools,4569003,Hard,Social,Social,Social
tr7zw/DragonProxy,115452617,Hard,Hard,Hard,Hard
winklerm/drools,6369545,Social,Social,Social,Social
benoitm76/Hygieia,138323893,Hard,Social,Social,Social
psiroky/drools,6177562,Social,Social,Social,Social
stealthcode/RxJava,20514872,Hard,Social,Social,Social
yurloc/drools,8558982,Social,Social,Social,Social
manstis/drools,36004004,Social,Social,Social,Social
mbiarnes/drools,12003540,Social,Social,Hard,Social
aymen-mouelhi/react-native,83594759,Hard,Social,Social,Social
hekmatnejad/drools,13285117,Hard,Social,Social,Social
bob-barrett/kafka,151277854,Social,Social,Social,Social
tarilabs/drools,16978837,Social,Social,Social,Social
brunolemos/react-native,110473679,Social,Social,Social,Social
lanceleverich/drools,92406785,Social,Social,Social,Social
baifendian/sqoop,41337430,Hard,Social,Social,Social
kevinpeterson/drools,20195133,Hard,Social,Social,Social
ewdavison/react-native,112513623,Hard,Social,Social,Social
baldimir/drools,31423549,Social,Social,Social,Social
schedul-xor/vtm,74261989,Social,Social,Social,Social
rajashekharmunthakewill/drools,30292650,Hard,Social,Social,Social
innoq/smarthome,38299920,Hard,Social,Social,Social
jomarko/drools,34391645,Social,Social,Social,Social
apivovarov/flink,67311939,Social,Social,Social,Social
Rikkola/drools,36723884,Social,Social,Social,Social
airbnb/glide,37496032,Social,Social,Social,Social
sutaakar/drools,37995418,Social,Social,Social,Social
alexlevene/flyway,104245023,Hard,Social,Social,Social
lukenjmcd/drools,45846642,Social,Social,Social,Social
lyb0307/react-native,136900629,Hard,Social,Social,Social
Multi-Support/drools,52114031,Social,Social,Social,Social
Megha849/Hygieia,155764167,Social,Social,Social,Social
ollie314/drools,61019285,Hard,Social,Social,Social
HunterSherms/flyway,134487527,Hard,Hard,Hard,Hard
Invisibi/ExoPlayer,29329703,Hard,Hard,Hard,Social
Mikord/drools,69192944,Hard,Social,Social,Social
aybb/react-native,72669846,Social,Social,Social,Social
ZubairNabi/avro,45391420,Social,Social,Social,Social
icekristy/Line-chatbot-for-COMP3111,104300634,Hard,Hard,Hard,Hard
geteloquent/avro,46813564,Hard,Social,Social,Social
SaleCycle/flink,113317258,Hard,Social,Social,Social
FundingCircle/avro,64126533,Hard,Social,Social,Social
robertoyacoub/plaid,46195796,Hard,Social,Social,Social
kaaproject/avro,62387962,Hard,Social,Social,Social
FreddyFox/openhab2-addons,160106417,Hard,Social,Social,Social
mdproctor/drools,23332319,Hard,Social,Social,Social
zestyping/collect,102293750,Social,Social,Social,Social
ollie314/avro,69232697,Hard,Social,Social,Social
chenliang613/flink,38401790,Social,Social,Social,Social
nandorKollar/avro,72853262,Hard,Social,Social,Social
excellalabs/react-native,81860735,Social,Social,Social,Social
josecarloscr/drools,6865411,Hard,Social,Social,Social
ewencp/kafka,31331021,Hard,Social,Social,Social
leogomes/drools,13600654,Social,Social,Social,Social
dguy/kafka,56393114,Social,Social,Social,Social
schildbach/bitcoinj,16644238,Social,Social,Social,Social
bauna/drools,1408514,Hard,Social,Social,Social
memphisx/avro,88840438,Hard,Social,Social,Social
sixsentsinc/avro,89087136,Hard,Social,Social,Social
mmckinley8/react-native,58655282,Social,Social,Social,Social
rstata-projects/avro,94965630,Social,Social,Social,Social
SignalR/java-client,15897346,Parent,Parent,Parent,Parent
common-workflow-language/avro,96775201,Hard,Social,Social,Social
WetwareLabs/smarthome,39797700,Social,Social,Social,Social
cdjackson/openhab2-addons,20152175,Social,Social,Social,Social
daniilguit/avro,101738239,Hard,Social,Social,Social
toasttab/avro,103269140,Hard,Social,Social,Social
akupila/react-native,123448255,Social,Social,Social,Social
earthmine/avro,103685608,Hard,Social,Social,Social
danny-zhu/dubbo,84294759,Hard,Social,Social,Social
beregon87/avro,105025904,Hard,Social,Social,Social
brcarey/react-native,80571962,Social,Social,Social,Social
rhall-gemini/avro,106466997,Hard,Hard,Hard,Hard
EwanThomas/react-native,46339030,Hard,Social,Social,Social
Tubular/avro,114267115,Hard,Hard,Hard,Hard
lyahdav/react-native,85865556,Social,Social,Social,Social
postmates/avro,114694978,Hard,Social,Social,Social
abs51295/iosched,85797451,Hard,Hard,Hard,Hard
confluentinc/avro,116173518,Hard,Social,Social,Social
snuyanzin/flink,130386123,Social,Social,Social,Social
blachniet/avro,124671606,Social,Social,Social,Social
mekomsolutions/bahmni-core,90150850,Hard,Social,Social,Social
wishabi/avro,141309181,Social,Social,Social,Social
tomdc01/openhab2-addons,129095383,Social,Social,Social,Social
sporting-innovations/avro,146012549,Hard,Social,Social,Social
rickhofstede/flink,143721611,Social,Social,Social,Social
zerofox-oss/yelp-avro,146606230,Hard,Hard,Hard,Hard
mattrjacobs/RxJava,9063718,Hard,Social,Social,Social
venmo/avro,148813224,Hard,Social,Social,Social
shoyu666/ExoPlayer,158656200,Hard,Social,Social,Social
aniket486/avro,152159437,Social,Social,Social,Social
nite23/browsermob-proxy,25255010,Hard,Social,Social,Social
unchuckable/avro,154471464,Social,Social,Social,Social
AuditHawks/Hygieia,123287341,Social,Social,Social,Social
FileTrek/avro,162467370,Hard,Social,Social,Social
nlaurent9816/jmxtrans,127925878,Hard,Social,Social,Social
BELUGABEHR/avro,167870039,Social,Social,Social,Social
justinr1234/react-native,102383225,Social,Social,Social,Social
mercari/avro,174938162,Hard,Social,Social,Social
saopayne/react-native,72107488,Social,Social,Social,Social
suxingfate/avro,176515559,Social,Social,Social,Social
MickUrsell/openhab2-addons,149294065,Hard,Social,Social,Social
timjroberts/avro,178076914,Hard,Social,Social,Social
shivsantham/kafka,122804853,Social,Social,Social,Social
compiledminds/avro,179014021,Social,Social,Social,Social
RemedyHealthcare/react-native,78682367,Hard,Social,Social,Social
syodage/avro,185908564,Social,Social,Social,Social
webmetrics/browsermob-proxy,305067,Parent,Parent,Parent,Parent
Illianus/collect,161087256,Social,Social,Social,Social
datasift/browsermob-proxy,15474516,Hard,Social,Social,Social
mumrah/kafka,5542805,Social,Social,Social,Social
lightbody/browsermob-proxy,2316977,Hard,Hard,Hard,Hard
rovo89/XposedInstaller,3911317,Parent,Parent,Parent,Parent
atlassian/browsermob-proxy,4828495,Hard,Hard,Hard,Hard
nespresso/jmxtrans,21164027,Social,Social,Social,Social
roydekleijn/browsermob-proxy,12218435,Hard,Social,Social,Social
pratham2003/BungeeCord,7685477,Hard,Social,Social,Social
andyclark/browsermob-proxy,12007785,Hard,Social,Social,Social
Adam0000/react-native,104256955,Social,Social,Social,Social
spil-tamas/browsermob-proxy,13441320,Social,Social,Social,Social
fstech/PagerSlidingTabStrip,11475071,Hard,Hard,Hard,Hard
eplusx/browsermob-proxy,16699309,Hard,Social,Social,Social
Mystiflow/BungeeCord,122794235,Social,Social,Social,Social
jirfag/browsermob-proxy,22555278,Hard,Social,Social,Social
xusaike/dubbo,118430365,Hard,Social,Social,Social
jekh/browsermob-proxy,25321077,Social,Social,Social,Social
aounhaider1/smarthome,53657216,Hard,Social,Social,Social
Clarkkkkk/flink,138011226,Social,Social,Social,Social
Skirmant/mazacoinj-new,29025021,Social,Social,Social,Social
antonecma/browsermob-proxy,59401283,Hard,Social,Social,Social
yushimatenjin/react-native,162458464,Social,Social,Social,Social
g0rk4/browsermob-proxy,87551525,Hard,Social,Social,Social
dypcoder/dubbo,115376340,Hard,Social,Social,Social
crossbrowsertesting/browsermob-proxy,166461331,Hard,Hard,Hard,Hard
topjohnwu/XposedInstaller,106300438,Hard,Hard,Hard,Hard
hellofresh/browsermob-proxy,168508565,Hard,Hard,Hard,Hard
tank1314/kafka,82646019,Hard,Social,Social,Social
apache/sqoop,2153096,Parent,Parent,Parent,Parent
twalthr/flink,20658760,Social,Social,Social,Social
mapr/sqoop,6724116,Hard,Hard,Hard,Hard
ibmsoe/sqoop,22645870,Hard,Social,Social,Social
ivpusic/react-native,65715867,Social,Social,Social,Social
afuechsel/smarthome,55478260,Social,Social,Social,Social
bonnetb/sqoop,43426657,Social,Social,Social,Social
Stratio/Sqoop,46360635,Hard,Hard,Hard,Hard
captainJeck/glide,39953038,Hard,Social,Social,Social
wwjiang007/sqoop,77432247,Hard,Hard,Hard,Hard
cojo/react-native,172804989,Social,Social,Social,Social
szvasas/sqoop,98405148,Social,Social,Social,Social
david-austin/mgwt,7127515,Hard,Social,Social,Social
henrryChen1/sqoop,131228844,Hard,Hard,Hard,Hard
paulminer/bitcoinj,65068819,Hard,Social,Social,Social
Altiscale/sqoop,24066714,Social,Social,Social,Social
vpopov89/kafka,134952592,Hard,Social,Social,Social
LLcat1217/sqoop,140392987,Social,Social,Social,Social
hunylee/zeppelin,83643415,Social,Social,Social,Social
NavyTruong/sqoop,144553500,Social,Social,Social,Social
charleswisniewski/Hygieia,63348102,Hard,Social,Social,Social
hatala91/sqoop,151092412,Hard,Social,Social,Social
jsalatas/faircoin-android-wallet,131785376,Social,Social,Social,Social
Fokko/sqoop,171865365,Social,Social,Social,Social
flinkqa/flink,30305879,Hard,Social,Social,Social
susom/sqoop,177875699,Social,Social,Social,Social
rustle/react-native,155475067,Hard,Social,Social,Social
Njol/Skript,4207609,Parent,Parent,Parent,Parent
yew1eb/flink,90979787,Social,Social,Social,Social
Mirreski/Skript,36561135,Hard,Hard,Hard,Hard
KimTaehee/pinpoint,43095353,Social,Social,Social,Social
Funnygatt/Skript-Legacy-Edition,29667664,Hard,Hard,Hard,Hard
rotemmiz/react-native,85063930,Social,Social,Social,Social
nfell2009/Skript,52954947,Parent,Parent,Parent,Parent
Mauin/RxJava,64857661,Hard,Hard,Hard,Social
bensku/Skript,53415151,Parent,Parent,Parent,Parent
jarlebh/openhab2-addons,40676516,Hard,Social,Social,Social
Nicofisi/Skript,122264322,Hard,Social,Social,Social
liuyuzhong/flink,66359851,Hard,Social,Social,Social
WheezyGold7931/Skript,254164594,Social,Social,Social,Social
woodywang/bitcoincashj,93829330,Hard,Social,Social,Social
TheLimeGlass/Skript,140150610,Hard,Social,Social,Social
Genius1237/collect,74592387,Hard,Social,Social,Social
Tuke-Nuke/Skript,80612619,Hard,Social,Social,Social
radislavB/hpaa-octane-dev,92646505,Hard,Social,Social,Social
Syst3ms/Skript,116553239,Hard,Social,Social,Social
selliera/flyway,112755710,Hard,Social,Social,Social
xXAndrew28Xx/Skript,142318321,Hard,Social,Social,Social
huangyz0918/collect,127448881,Social,Social,Social,Social
Sashie/Skript,90587199,Hard,Social,Social,Social
pfink/openhab2-addons,236390530,Social,Social,Social,Social
Snow-Pyon/Skript,97420108,Hard,Social,Social,Social
CaribouBot/react-native,121543186,Hard,Social,Social,Social
Pikachu920/Skript,256106888,Social,Social,Social,Social
ocadotechnology/OpenID-Connect-Java-Spring-Server,72753223,Hard,Social,Social,Social
Blueyescat/Skript,148159376,Social,Social,Social,Social
tszajna0/react-native,89246305,Social,Social,Social,Social
eyesniper2/Skript,121878446,Social,Social,Social,Social
gtebbutt/react-native,151436220,Hard,Social,Social,Social
HYPExMon5ter/Skript,108786272,Hard,Social,Social,Social
msand/react-native,117890511,Hard,Social,Social,Social
bi0qaw/Skript,119066434,Hard,Social,Social,Social
danchom/smarthome,36232143,Hard,Social,Social,Social
LeoDog896/Skript,195313434,Hard,Social,Social,Social
DontDisturb/BungeeCord,20832010,Social,Social,Social,Social
alibaba/dubbo,4710920,Parent,Parent,Parent,Parent
bulenkov/kotlin,110193379,Hard,Social,Social,Social
Pengxiaolong/dubbo,5454561,Hard,Social,Social,Social
shaoxuan-wang/flink,77057873,Social,Social,Social,Social
kimmking/dubbo,127419937,Social,Social,Social,Social
yuyijq/dubbo,11863840,Social,Social,Social,Social
dangdangdotcom/dubbox,25348756,Hard,Social,Social,Social
lgyan/pinpoint,73703257,Hard,Social,Social,Social
kangfoo/dubbox,27876124,Social,Social,Social,Social
mozilla/openhab2-addons,52273788,Hard,Social,Social,Social
zhangwei5095/dubbo,68687961,Social,Social,Social,Social
wwjiang007/kotlin,141302024,Hard,Social,Social,Social
bpzhang/dubbo,90350606,Hard,Social,Social,Social
wmax/spring,114174994,Hard,Social,Social,Social
wthuan/dubbox,86063792,Hard,Hard,Hard,Hard
arunagrawal84/Priam,69515615,Hard,Social,Social,Social
Xiaobaxi/dubbox,56927310,Hard,Hard,Hard,Hard
Yleisradio/aws-maven,53325867,Hard,Hard,Hard,Hard
yjmyzz/dubbox,52426364,Hard,Hard,Hard,Hard
softfn/dubbo,60438724,Hard,Social,Social,Social
asviridenko/jadx,133369129,Hard,Social,Social,Social
yitop/dubbo,61086478,Hard,Social,Social,Social
tylerjroach/ExoPlayer,88196946,Hard,Social,Social,Social
xydonne/dubbo,61181180,Social,Social,Social,Social
MaxInMoon/react-native,150448338,Hard,Social,Social,Social
devenfan/dubbox,61862170,Hard,Hard,Hard,Hard
devsong/dubbo,38856815,Hard,Social,Social,Social
easyui/react-native,97426521,Hard,Social,Social,Social
yunqingan/dubbo,64555147,Social,Social,Social,Social
reymondtu/bitcoinj,115804416,Hard,Social,Social,Social
xiaolongyuan/dubbox,93464932,Hard,Hard,Hard,Hard
ddudnik/smarthome,76474449,Social,Social,Social,Social
ian4hu/dubbox,47845719,Social,Social,Social,Social
react-native-firebase/react-native,167277810,Hard,Social,Social,Social
butchercome/dubbo,67186390,Hard,Social,Social,Social
asherhu/dubbox,67385850,Hard,Social,Social,Social
syphr42/openhab2-addons,79058476,Social,Social,Social,Social
wwjiang007/dubbo,226613139,Hard,Social,Social,Social
zer0se7en/dubbo,72941147,Hard,Social,Social,Social
claell/openhab2-addons,134134125,Hard,Hard,Hard,Hard
JinLei0920/dubbo,73658379,Hard,Social,Social,Social
teambullseye/pinpoint,86840995,Hard,Social,Social,Social
changwei0708/dubbox,50164674,Hard,Social,Social,Social
chaton78/smarthome,69047901,Hard,Social,Social,Social
shuohao/dubbo,75899932,Hard,Social,Social,Social
aminyazdanpanah/ExoPlayer,88621773,Hard,Social,Social,Social
yuchengwei/dubbo,76464318,Hard,Social,Social,Social
jmxtrans/jmxtrans,2934254,Parent,Parent,Parent,Parent
donhui/dubbox,79423924,Social,Social,Social,Social
sulei0205/dubbo,82631423,Hard,Social,Social,Social
thummalapalli/Hygieia,81880297,Hard,Social,Social,Social
lenglingx/dubbo,203809621,Hard,Social,Social,Social
hitscs/dubbo,83021958,Hard,Social,Social,Social
FUN3111/Line-chatbot-for-COMP3111,104025017,Hard,Social,Social,Social
ibole/dubbo,84214750,Social,Social,Social,Social
Tolriq/glide,33870798,Hard,Social,Social,Social
dsbert/flyway,102513864,Hard,Social,Social,Social
takeseem-com/dubbo,84539388,Social,Social,Social,Social
whp1473/dubbo,86054803,Hard,Social,Social,Social
vaadin/spring,30295072,Parent,Parent,Parent,Parent
StayY/dubbo,87319321,Hard,Social,Social,Social
wmarshall484/kafka,79538682,Hard,Social,Social,Social
QuVideo/dubbox,87999502,Hard,Hard,Hard,Hard
VenturaDelMonte/flink,62759098,Social,Social,Social,Social
jingleWang/dubbo,88112273,Hard,Social,Social,Social
mashihua/react-native-appletv,67660579,Hard,Social,Social,Social
zjulbj/dubbox,59644071,Hard,Hard,Hard,Hard
MichaelOchel/smarthome,40364393,Hard,Social,Social,Social
412745310/dubbo,113523476,Parent,Parent,Parent,Parent
Kamal15/kafka,56851645,Social,Social,Social,Social
DeadLion/dubbo,102587231,Hard,Social,Social,Social
87439247/pinpoint,89242184,Hard,Social,Social,Social
ljd0620/dubbo,75038234,Hard,Social,Social,Social
Cimpress-MCP/Priam,113223281,Hard,Social,Social,Social
zhangfei9734/dubbo,63161796,Hard,Social,Social,Social
tracemeinc/react-native,125439058,Hard,Social,Social,Social
Quanfu/dubbox,58110937,Hard,Hard,Hard,Hard
nepal/kafka,63328335,Social,Social,Social,Social
ytmforever/dubbox,63319806,Hard,Social,Social,Social
rkatti/Hygieia,101187919,Hard,Social,Social,Social
luwenjie2jack/dubbo,91109760,Hard,Social,Social,Social
kiran-vadla/oasp4j,85302000,Hard,Social,Social,Social
tempestLXC/dubbo,35407480,Hard,Social,Social,Social
abhishsi/flink,76458482,Hard,Social,Social,Social
astra-zhao/dubbo,91142303,Hard,Social,Social,Social
COMP3111-GP6/Line-chatbot-for-COMP3111,104027405,Hard,Social,Social,Social
shangyi0102/dubbox,64536497,Hard,Hard,Hard,Hard
daose/react-native,80031283,Hard,Social,Social,Social
zhaoshengxuan108/dubbo,47456822,Hard,Social,Social,Social
YunaiV/dubbo,120999616,Hard,Social,Social,Social
wuwenhui0917/dubbo-ecs,191122068,Parent,Parent,Parent,Parent
thorntree/pinpoint,184216571,Social,Social,Social,Social
zhaoqun911/dubbo,93048797,Hard,Social,Social,Social
arindamray1982/spring-batch,53977634,Hard,Social,Social,Social
chaoliu1024/dubbo,41030743,Hard,Social,Social,Social
Boulevard/react-native,67840452,Social,Social,Social,Social
Taylor-gao/dubbo,96671367,Hard,Social,Social,Social
Zephery/dubbo,101827303,Hard,Social,Social,Social
mercyblitz/dubbo,96880522,Hard,Social,Social,Social
356082462/dubbo,191626534,Hard,Social,Social,Social
Malinskiy/Calligraphy,39009554,Social,Social,Social,Social
wintergao/dubbo,99294667,Hard,Social,Social,Social
James137137/BungeeCord,21962550,Hard,Social,Social,Social
handosme/dubbo,99391999,Hard,Social,Social,Social
n0m0r3pa1n/cameraview,80708357,Hard,Hard,Hard,Social
